id,type,platform,hurricane,days_from_landfall,source,author,created_date,text
phi_mil_151,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Highlands County. Download the ABC Action News App for the latest information.
phi_mil_152,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_mil_153,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Polk County. Download the ABC Action News App for the latest information.
phi_mil_154,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_mil_155,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,Hurricane force winds will potentially extend as far north as southern Pinellas and the south half of Hillsborough Counties as Milton passes to the south.
phi_mil_156,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Highlands County. Download the ABC Action News App for the latest information.
phi_mil_157,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_mil_158,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Polk County. Download the ABC Action News App for the latest information.
phi_mil_159,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_mil_160,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Polk County. Download the ABC Action News App for the latest information.
phi_mil_161,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Highlands County. Download the ABC Action News App for the latest information.
phi_mil_162,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_mil_163,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"Hurricane Milton 3pm Update: Winds are now at 130 mph. Milton will be making landfall this evening. New track update at 5pm. At this point, there will be a wobble or two, but the track continues to show landfall as a Cat 3 hurricane along the Manatee or Sarasota county coastline."
phi_mil_164,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,Flash flood warning up until 5:30 pm for Pinellas County. Heavy rain has been falling across the county all day. Flooding may already be occurring and with heavy rain continuing the flood threat will only increase.
phi_mil_165,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,Large flash flood warning has just been issued from Hillsborough through Polk down into Highlands counties. Heavy rain from hurricane Milton is likely to cause flash flooding this evening and overnight in this area.
phi_mil_166,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Polk County. Download the ABC Action News App for the latest information.
phi_mil_167,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_mil_168,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Highlands County. Download the ABC Action News App for the latest information.
phi_mil_169,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for parts of Polk County. Download the ABC Action News App for the latest information.
phi_mil_170,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_mil_171,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"4 PM position is in. Winds at 125 mph. Milton is a Cat 3 hurricane moving NE at 17. Pressure in the eye continues to rise indicating Milton is weakening. The eye wall is open, also an indication of a weakening system. The storm is still likely to make landfall as a major hurricane."
phi_mil_172,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"IMPORTANT Milton Update: Winds are now down to 125. Obviously, that's a good thing. Here's my concern. The NHC has predicted more of a turn to the NE with their Manatee County track. At this point, that has not happened. The surge threat remains high across the ENTIRE area including (and South) of Pinellas county. IF Milton delays its turn, the surge level will be higher in the Bay. Power outages are now increasing.  It's about to get real folks. We're updating on air and online 24/7. You can download our app ABC Action News so if (when) you lose power, you can still watch our coverage. #Floridastrong"
phi_mil_173,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"5PM track update is in!  The NHC sees the wobble, track has been adjusted NORTH. Now have it coming across NW Manatee and Southern Hillsborough. Winds down to 120 mph. Surge threat for the Bay has increased. Strong winds will be north of the track across Pinellas, Hillsborough and Pasco Counties."
phi_mil_174,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"Milton update and thoughts:
1. Unfortunately, our streak of 103 years is over. The Bay Area is being hit by a major hurricane. Winds are down to 120 mph and is weakening. Unfortunately, the surge will be a big issue for much of the coast. The NHC has adjusted the track closer to the Bay. They now forecast a surge of 6 to 9 feet in the Bay. That is lower than the 10-15 feet surge originally predicted.  I suspect the SOUTHERN Bay will see more water than the Northern side.
2. The storms looks as expected. The northern half is very squally, and the Southern half has practically no rain. This will continue. If you live South of this line, there won't be much rain. If you live North of the line, there will be a TON of rain.  8 to 12 inches of rain is likely.
3. As for winds, they are weaker, but it is STILL a Category 3 major hurricane. The winds will be very intense in about a 5 to 7 miles stretch near the eye. Outside of that area, hurricane winds extend only 35 miles out. Most folks will see winds gusting 75-90 near the track.  65 to 85 are you get farther away from the eye. It is quite possible an ""Extreme Wind Warning"" will be issued for the area right near the eye.  That is a warning for winds sustained of 115 mph. It will be small, but extremely powerful. 
4. This is an emotional time. Anxiety is through the roof.  We are ready. We've done the preps. We've evacuated areas along the coast. This is what we've been dreading for decades. Together, we will get through this. I refuse to let a storm named Milton get the best of me. I'm sure you feel the same way. Neighbor helping neighbor. That's the way it starts. @Floridastrong"
phi_mil_175,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"Radar estimates indicate that 3-7"" of rain has already fallen across the area with the heaviest amounts near the coast. Much more is still to come. Flash flooding threat is very high north of the track of Milton."
phi_mil_176,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,6 PM MILTON UPDATE: Hurricane Milton continues to moves closer to the coast. Still a major hurricane. Heavy rain and very strong winds will continue for hours. Landfall will occur around 9pm. The eye is about 50 miles SSW of Sarasota. We will keep you posted with more updates throughout!
phi_mil_177,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"If (when) you lose power, you can still WATCH our coverage.  Here's how. By the way, charge your phone now!!"
phi_mil_178,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"MILTON | Here's a look at some of the highest wind gusts so far. The strongest winds will begin moving into Sarasota, Manatee, Hillsborough and Pinellas counties over the next 3 hours as the eye makes landfall."
phi_mil_179,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"The strongest winds in Milton are on the NW eyewall. The radar is scanning high up in the clouds this far out so these winds are likely not the same at the surface. This area will move into Pinellas, Hillsborough and Manatee counties over the next several hours."
phi_mil_180,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"AN EXTREME WIND WARNING is now in effect for Pinellas, Hillsborough & Manatee counties until 9:30 p.m. Winds in these areas around the eye could be over 100 mph as it moves onshore. This is an extremely dangerous situation. We're live on air nonstop with the latest."
phi_mil_181,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,MILTON | The 7 p.m. update from the NHC maintains winds at 120 mph as it's moving NE at 15 mph. Landfall expected through the next two hours. Strongest winds moving onshore now Sarasota county north to Pinellas.
phi_mil_182,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"As the eye of Milton passes by, some will not see the strongest winds from the storm until they NW side of the eye wall gets to them on the back side of the eye. Power outages are very likely in areas that experience this part of the storm."
phi_mil_183,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"Hurricane Milton Update: Hurricane Milton is about to make landfall as a Category 3 hurricane between Sarasota and Venice. For folks in the Bay Area, you are in the Northern eyewall. An Extreme Wind Warning remains in effect until 9:30. #FloridaStrong"
phi_mil_184,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,8PM position shows Milton is in the process of making landfall. The current location is 20 mi WSW of Sarasota. Winds are 120 mph and it's moving ENE at 15 mph.
phi_mil_185,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,NHC: EXTREMELY DANGEROUS CATEGORY 3 HURRICANE MILTON MAKES LANDFALL NEAR SIESTA KEY FLORIDA 8:30pm Oct 9
phi_mil_186,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"We continue to see EXTREME winds in the Northern eyewall of Milton. Pinellas, Hillsborough and Manatee counties remain in an Extreme Wind Warning until 9:30."
phi_mil_187,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,MILTON | Latest wind gusts from the NWS as of 9 p.m. Widespread gusts of 80-90 mph so far.
phi_mil_188,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,"A FLASH FLOOD EMERGENCY is now in effect for the areas in dark red. Tampa, Brandon, Riverview, Clearwater, St Pete, Ruskin, Apollo Beach. 10-16"" of rain has fallen. We could see another 6"" in these spots. This could lead to catastrophic flooding. We're on are right now talking about it."
phi_mil_189,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,The EXTREME WIND WARNING has expired and the NWS says they will not extend it inland as the highest gust so far was at Egmont at 105 mph. Wind gusts of 70-95 mph are still possible as the storm moves inland.
phi_mil_190,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,Outside our studio.  Himes Avenue is a river.
phi_mil_191,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,Current wind gusts from stations that still have power. How is the wind where you are?
phi_mil_192,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,Milton is now a Cat 2 hurricane with winds of 110mph in Manatee County moving ENE at 16mph.
phi_mil_193,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,The 11PM update on Milton is out. Winds down to 105 mph moving ENE at 16 mph.
phi_mil_194,post,facebook,Milton,0,phillips,Denis Phillips,2024-10-09,Roof just ripped off of the Trop. (Looks like the fabric)
dee_deb_GregDeeJuly31st_1,post,facebook,Debby,-5,dee,Greg Dee,2024-07-31,"Mickey Fay sent me this pic of a waterspout she spotted in Destin when up there last weekend. It was her first waterspout spotting! Nice pic! 
For those that are new to the area, waterspouts are very common over the warm waters around Florida. They can happen around summer storms or even winter cold fronts. Although most of the time they are accompanied by a shower or thunderstorm, sometimes they can form under fair-weather clouds. The majority of these are EF-0 intensity and stay harmlessly out over the water. They should be given space if in a boat. 
Occasionally, these can move onshore. Although they typically weaken quickly when they do, minor damage is possible near the beach lofting beach chairs and umbrellas along with other smaller objects."
dee_deb_GregDeeJuly31st_2,post,facebook,Debby,-5,dee,Greg Dee,2024-07-31,I'm tracking a tropical wave that's heading toward Florida this weekend
dee_deb_GregDeeJuly31st_3,post,facebook,Debby,-5,dee,Greg Dee,2024-07-31,"Hey y'all! We've made it to Wednesday. Storms return today with sct'd pop-ups near the coast & heavier coverage just east of I-75. Oh, & guess what, it's gonna be hot & humid! I bet you saw that coming from a mile away.  😂Have a great day!"
dee_deb_GregDeeJuly31st_4,post,facebook,Debby,-5,dee,Greg Dee,2024-07-31,"GEEK ALERT! Ok, this is a little ""in the weeds,"" but I think it's worth the explainer. Other than the main models we show you, such as the American (GFS) and EURO, each model actually has multiple models inside it. These are called ""ensemble runs"" and are typically displayed together.
An ensemble in this case is a variation on the main model run. You take the data that goes into the forecast, tweak one of the parameters and run the model. Then you do the same thing over and over, each time tweaking something else. Each time the result is a slightly different solution. 
When plotted together, the result looks similar to a spaghetti plot. There is a difference though. In a spaghetti plot, each line is a completely different model. In an ensemble, each line is a slightly different result from the same model. Reading them is similar. The wider the spread, the less confidence. The lines also show you the possible variations that could occur in that model as parameters change. 
Below is the latest ensemble run of the EURO. Notice although the lines are spread out wide indicating quite a bit of uncertainty in the current EURO forecast, most of them are east of Florida. This indicates that even if some of the parameters around the storm change, it's still more likely than not, that this stays east of the state. A track to the east would mean we basically get nothing from the system here in the Bay area with less rain than usual in the afternoons because we'd be located on the drier side of the storm."
dee_deb_GregDeeJuly31st_5,post,facebook,Debby,-5,dee,Greg Dee,2024-07-31,"Well well well....those EURO ensemble tracks...they're now looking a lot more like the American model.
What does that mean? The EURO track has shifted west, back with the American model. This now puts the system to our west this weekend, increasing our rain chances. A track more of the Gulf now also increases the chances for a stronger system as it will track over much warmer water. Folks from the Keys to the Emerald Coast (PCB, Destin, Ft. Walton) need to watch this system as it will impact us this weekend & likely into next week if it tracks up toward the Panhandle.
FYI, for now, neither of the models do anything crazy with the intensity but a tropical storm is definitely in the realm of possibility. Even if the system tracks toward the Panhandle, watches or warnings for the Florida west coast are possible as some impacts from the storm would extend well east of the center. 
Stay tuned! We'll see if this new EURO shift holds overnight."
dee_deb_GregDeeAug1_1,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,"Yikes! I didn't think this could happen but with so many things around the house that contain lithium-ion batteries I guess this is very possible. Remember to leave these things, especially power banks, out of reach! Glad the animals got our safely and no one else was hurt."
dee_deb_GregDeeAug1_2,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,"Look what's back! Heat advisories have been issued for all.of central Florida today as the heat index may reach 111° at times. For some though this wkllybe counteracted by higher storm coverage this afternoon. Those pop-up rains will drop temps into the 80s quickly. The extra clouds from these afternoon rains will also make it feel better. 
Have a great Thursday!"
dee_deb_GregDeeAug1_3,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,Models shifting west as tropical wave approaches Florida.
dee_deb_GregDeeAug1_4,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,FORECAST | Good morning! Sct'd storms return this afternoon providing some relief from the heat. Rain coverage could be a little higher than yesterday with the storms beginning a little earlier compared to Wednesday. Have a great day!
dee_deb_GregDeeAug1_5,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,"I asked Meta AI to ""imagine me as a meteorologist doing weather in front of a green screen.""
This is the result. 🤣
I have so many questions! Clearly Meta AI thinks I live at the gym. Holy smokes, those guns! 💪🏼 🤣
Also, check out the weather graphics behind me. What PLANET am I doing the weather for?!
A headset?!
Most important, Mark points out in the comments below that I'm wearing a GREEN shirt while in front of the green screen. That's the one color you CAN'T wear at a green screen. AI is apparently not very intelligent after all. 🤣
This is hilarious. 
If you want to try this, peep 👀 the comments below."
dee_deb_GregDeeAug1_6,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,"TROPICS | NHC continues to update the area they expect development with this tropical wave as the models shift west. After highlighting areas east of Florida yesterday, the latest model shift west has the NHC now looking into the eastern Gulf. Any development likely not occurring until the weekend at the earliest."
dee_deb_GregDeeAug1_7,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,Models are beginning to agree on a general direction this system may take if and when it develops over the next 5-7 days.
dee_deb_GregDeeAug1_8,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,"Red draws your attention, what it means is that 2-7 days from now there is a 70% chance that a numbered or named storm could develop in the red area. We will be watching this closely and have regular updates on what to expect."
dee_deb_GregDeeAug1_9,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,"When uncle Greg takes you to see a movie we get candy AND popcorn! 
Saw Angry Birds 2 with my buddy Z. He loved the movie. I didn't expect it but there were a couple scenes where I was crying laughing. The way they build some adult humor into these kids movies is masterful."
dee_deb_GregDeeAug1_10,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,"THU PM UPDATE | I realize you've probably been seeing way to many spaghetti lines, model plots, etc. It's confusing & overwhelming. I'm only going to show you one here. This is one of my favorites because it takes ALL the different runs from the EURO, AMERICAN, UKMET & CMC models & looks at their tracks. It then uses simple shading to show you where most of the models track. This is a great way to look at it b/c when it comes to model forecasts, the most accurate one is ALWAYS the average of all of them. The green/yellow shading here shows where most of the model tracks take this system right now.
You'll notice the track is along Cuba & into the eastern Gulf. I really can't see this system even begin to organize until it gets away from Cuba. That means it will already be near Florida before organization can even begin. That's great for us b/c IF (there is still a chance it doesn't) it does organize & strengthen it'll already be close to us & won't have much time to get very strong before it heads back over Florida somewhere near the Big Bend. A track very close to our coast would also actually be good b/c the more of the storm hangs over land the slower it will likely organize & strengthen. 
So what do we get? Saturday will probably be the BEST day of the weekend. I'm not saying it's going to be dry, it's August. Expect sct'd storms but compared to Sunday, Saturday looks GREAT. Sunday on the other hand will likely be cloudy & showery at least with an increasing potential for simply a lot of rain on Sunday. Gusty winds? Sure! Nothing worse than a typical summer storm, but definitely a day for indoor activities.
The interesting part is that all the models now take the storm over Florida & back over the Atlantic near Jacksonville & potentially strengthen it again to be a concern for the Carolinas. 
Still a low threat, still nothing to worry about. Think summer thunderstorm-type rain on Sunday at this point. 
See y'all in the morning!"
dee_deb_GregDeeAug1_11,post,facebook,Debby,-4,dee,Greg Dee,2024-08-01,Hall of Fame game canceled. We're on LIVE at 11 on ABC Action News with the latest on the tropics.
dee_deb_GregDeeAug2_1,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,TODAY | A heat advisory is back today for a heat index of around 110F at times during the afternoon. Take plenty of breaks if working outside and remember to hydrate.
dee_deb_GregDeeAug2_2,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,Tropical storm conditions likely across Florida this weekend.
dee_deb_GregDeeAug2_3,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,NHC has now increased the chance of tropical development in the eastern Gulf this weekend to 80%. Main impacts on us likely to be Sunday.
dee_deb_GregDeeAug2_4,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,"Wow! Check out the amazing rainbow Allie S. captured in San Antonio, Fla. yesterday afternoon! This thing went across the entire sky! Beautiful!"
dee_deb_GregDeeAug2_5,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,"FRI AM UPDATE | Here is the latest on the tropics and our weekend.
1.) NHC has now increased the chance for development in the eastern Gulf this weekend to 80%. The system will be tracking over or close to Cuba all day today.
2.) FRIDAY | Expect advisories along with watches and warnings for the Florida west coast today or very early Saturday. Although the system won't develop until Saturday or even Sunday, because it may reach tropical storm strength, the NHC is likely to begin issuing advisories on a Potential Tropical Cyclone (PTC) Friday or very early Saturday. This allows them to issue tropical storm watches and warnings for the Florida coast. These will be necessary as this system does have the potential to reach tropical storm strength. The next name on the list is Debby.
3.) SATURDAY |  Looks like a normal August day with some changes moving in very late in the day. Look for sunny skies early then sct'd showers developing during the afternoon. Late in the evening, more substantial areas of rain may begin to move in from the southeast, especially south of I-4. Much of this may not happen until after dark Saturday so get your outdoor plans done early. Although it may get breezy, wind will not be an issue on Saturday.
4.) SUNDAY | This will ALL depend on exact track and intensity so let's just assume the system stays west of our coast and moves north toward the Big Bend. Let's also assume it reaches low to moderate level tropical storm strength (sustained winds of 40-60 mph). With this in mind, we likely get clouds and lots of rain or periods of heavy rain on Sunday. A tornado watch is possible depending on the intensity of the storm (this is the normal procedure on the east side of tropical systems that are interacting with land). Will it be bad? Nope. Think windy, gusty thunderstorm at the worst. There will be at least some minor water rise at the coast so areas that easily flood may see water on Sunday. Though winds may not be a huge issue, gusts of 50-60 mph can knock down tree branches and thus cause isolated power outages. Rainfall will also be an issue as amounts of 2-6""+ (depending on the strength and track of the storm) could cause some areas to see localized flooding. You know, based on previous rain events, if that's you, and your street floods during a summer thunderstorm, it may definitely flood during these rains too. 
5.) MONDAY | Based on current track data, this system will be moving away from Florida on Monday. I think we could still see some showers early in the day from this and the east coast from JAX to MIA could see some sct'd storms Monday midday or early afternoon. The storm will move off the coast of NE Florida and the models are in pretty good agreement that it will gain back some or maybe even much more intensity. This could be a bigger issue for the Carolinas from SC to the Outer Banks of NC (OBX). Some models have it intensifying to a strong tropical storm or maybe even a hurricane off the Carolina coast."
dee_deb_GregDeeAug2_6,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,"The US National Weather Service Tampa Bay Florida has issued a heat advisory for this afternoon. Here is a look at the maximum forecast heat index for today.
Take plenty of breaks in the A/C or shade if you're working outside today. Hydrate continuously, even if not thirsty, and pay attention to any signs of overheating that your body may be showing. Check in on those around you too, making sure they are taking care of themselves in this heat.
If you can, move outdoor work plans to later in the day or earlier in the morning to avoid the hottest part of the day, mid-afternoon."
dee_deb_GregDeeAug2_7,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,Don't be surprised if NHC starts to issue advisories for a Potential Tropical Cyclone today or Sat AM along with watches/warnings.
dee_deb_GregDeeAug2_8,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,"NEW | Chance of development now up to 60% over the next 2 days, 90% beyond that. NHC says watches/warnings will likely be needed for Florida later today so also expect advisories on a Potential Tropical Cyclone. This is all to be expected and is ""on track"" with the forecast."
dee_deb_GregDeeAug2_9,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,"n terms of intensity, AT MOST, models keep this a minimal to moderate tropical storm (40-60 mph) for Florida west coast"
dee_deb_GregDeeAug2_10,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,Our system now has a track... the NHC has designated the tropical wave as PTC 4. The track shows a tropical storm somewhere along our coast by Sunday morning. Tropical Storm watches are now in effect. I'll post that map next.
dee_deb_GregDeeAug2_11,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,A Tropical Storm WATCH has been issued from Pasco/Hernando Co line south (Aripeka) south. A Tropical Storm WARNING is in effect from Bonita Beach south. The WATCH means tropical storm conditions are possible within the next 48 hours.
dee_deb_GregDeeAug2_12,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,"Inland Communities | You are also under a Tropical Storm Watch for Polk, Hardee and DeSoto counties as tropical storm conditions are possible here as well within 48 hours."
dee_deb_GregDeeAug2_13,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,5pm Advisory update for PTC #4:  No changes to winds or track. The Tropical Storm Watch has been extended North to Levy county. We'll have complete updates on ABC Action News and we will post our thoughts throughout the evening on social media.
dee_deb_GregDeeAug2_14,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,"NEW | NHC forecast now up to 65 mph at landfall in the Big Bend or Nature coast. This track keeps the storm a little more west, over water, & slows it down, allowing the storm to pick up more water. Thus....we now have the potential for a slight surge."
dee_deb_GregDeeAug2_15,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,We’re now tracking PTC 4. Here is the latest. ABC Action News - WFTS - Tampa Bay
dee_deb_GregDeeAug2_16,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,"Here is why there is now a surge watch. Though the models generally agree on track, they disagree on how quickly the storm moves through Florida. The GFS (on the right) is much faster than the EURO (on the left). It slows the low down. Both of these maps show the storms (“L”) position at 2 am on Monday. The GFS is already past Jacksonville while the EURO is just getting to Cedar Key."
dee_deb_GregDeeAug2_17,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,I'd call this a 100% chance of rain.
dee_deb_GregDeeAug2_18,post,facebook,Debby,-3,dee,Greg Dee,2024-08-02,"WOW! As we just posted, the NHC has indeed moved the track of what is now Tropical Depression #4 quite a bit to the West. The center has reformed South of Cuba and West of its original spot. This is certainly good news for our area yet it also increases the chance of a stronger storm in the Big Bend Area. Updates to come shortly after the newscast. Check us out at 11 on ABC Action News."
dee_deb_GregDeeAug3_1,post,facebook,Debby,-2,dee,Greg Dee,2024-08-03,"TD 4 | The 5 am advisory is in. TD 4 will slowly strengthen over the next 24 hours as it moves into the Gulf. The track will stay west of Tampa Bay, but still close enough to us for widespread showers and storms, isolated tornados and some minor storm surge. Details all morning on Good Morning Tampa Bay."
dee_deb_GregDeeAug3_2,post,facebook,Debby,-2,dee,Greg Dee,2024-08-03,A Tropical Storm Warning is now in effect for all of West Central Florida including Tampa Bay. This means Tropical Storm conditions are expected within 36 hours. A Hurricane Watch is now in effect from Yankeetown north to the Aucilla River.
dee_deb_GregDeeAug3_3,post,facebook,Debby,-2,dee,Greg Dee,2024-08-03,"Inland Communities | TD 4's current track should keep the tropical storm force winds (39+ mph) to your west, which is why you have not been upgraded to a Tropical Storm Warning. A wobble east could change that so keep checking in with us."
dee_deb_GregDeeAug3_4,post,facebook,Debby,-2,dee,Greg Dee,2024-08-03,"SAT AM UPDATE | Good morning! Some changes with what is now TD 4 overnight.
TRACK CHANGE | Check out the first graphic, the blue one from the NHC. Friday afternoon the forecast was for the center of TD 4 to be located on the north coast of Cuba just emerging over the Gulf Saturday AM. I've drawn in the actual position. See the difference? TD 4 is tracking more west & is farther south than expected. Though the difference doesn't seem like much, it's actually about 70 miles farther south than expected. This means big changes in the forecast down the line. 
FORECAST CHANGE | Because of this farther south track, the storm will turn north later & thus make it farther west into the Gulf. A track farther west means more time over the water & a stronger storm. This is why the intensity forecast is now up to 70 mph from the NHC & why a hurricane watch is up for the Big Bend of Florida. Interestingly, none of the models right now bring this system to that strength, but since the water in the Gulf is so warm, NHC may be trying to get ahead of any unexpected strengthening.
OUR AREA | A track farther west & a stronger system (remember yesterday's forecast kept the storm very close to the west coast) does bring some changes for us. First, the stronger winds will now be only along the coast. It's unlikely you'll get anything strong east of I-75. Stronger systems have the strongest winds closer to the center so if the center stays well off-shore, we won't get as much wind, except in Citrus & Hernando counties since you'll be closer to the landfall location in the Big Bend.   
Because the storm delayed its turn north, the timing has now changed too. Not only will Sunday be a wet day for many, but the first half of Monday will also be stormy since the storm is not expected to come ashore in the Big Bend until very early Monday morning. I expect Monday morning to feature a couple of rain bands near the coast that could be dropping heavy rain. Isolated tornadoes will also be possible in any rain bands that setup over our area. 
Speaking of rainfall, it will definitely now be more sct'd. I still expect areas of heavy rain, but with us being farther east in the storm, there will be more ""banding"" to the rain with dry & possibly even sunny areas in between rain squalls. It's in these rain squalls that you'd find some of the stronger wind gusts. 
WIND | There probably isn't much of a change to the wind intensity over our area. It's a wash: Stronger system, but farther west. Inland counties probably won't get much of any wind (except in isolated tornadoes) while the coast may see gusts of 50-60 mph which is what we were expecting yesterday. Citrus County, closer to the center may get stronger gusts IF the system does indeed make landfall in the Big Bend Monday AM. 
WATER | A stronger system will also mean more surge potential. A system moving SW to NE at landfall in the Big Bend will push more water toward the Florida west coast. Tides MAY be in our favor here. There is a high tide at the Gandy Bridge on Sunday around 4 PM & the next high tide is Monday at 6 AM but this tide is 1.5 ft. lower. Monday morning would be the time to watch for any coastal flooding. The next higher high tide is Monday at 4 pm but by then the storm will likely be too far away to cause flooding in our area. 
CONCLUSION | Is this going to be bad? No. I think the threat level for us is the same. The system will be stronger, but farther away. The character of what we'll get has changed from a more solid, windy rain to more of a squally storm, with periods of rain followed by some breaks. This forecast could also continue to shift west. If TD 4 keeps turning north more slowly, I'd expect additional forecast track changes"
dee_deb_GregDeeAug3_5,post,facebook,Debby,-2,dee,Greg Dee,2024-08-03,"TODAY | Expect partly cloudy skies with afternoon and evening scattered showers and storms. Tomorrow, we'll see widespread showers and storms associated with Tropical Depression 4. If you live in flood prone areas, use today to get ready for the potential of minor storm surge or fresh water flooding."
dee_deb_GregDeeAug3_6,post,facebook,Debby,-2,dee,Greg Dee,2024-08-03,"TD 4 | The 11 am track is in and shows no big changes with the storm center staying west of our beaches. Hopefully the center stays far enough west to lower our surge potential, however a storm surge warning is now up from Aripeka north. Surge forecasts in these areas are 3-5', with 2-4' forecast for the rest of our coast."
dee_deb_GregDeeAug3_7,post,facebook,Debby,-2,dee,Greg Dee,2024-08-03,Interesting to watch the track of TD4 shift west over the last 24-48 hours. This will keep the core of the system farther west of the coast.
