id,type,platform,hurricane,days_from_landfall,source,author,created_date,text,vader_neg,vader_neu,vader_pos,vader_compound,vader_label,roberta_neg,roberta_neu,roberta_pos,roberta_truncated,roberta_label
phi_hel_126_c099,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Yikes, hopefully everyone in the path is taking it seriously!",0.134,0.63,0.236,0.3164,positive,0.50081784,0.41838244,0.08079968,False,NEG
phi_hel_126_c100,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,We have a normal rainy day here in New Port Richey,0.115,0.885,0.0,-0.0772,negative,0.015589122,0.7974623,0.18694855,False,NEUTRAL
phi_hel_126_c101,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Same here NPR,0.0,1.0,0.0,0.0,neutral,0.09805702,0.83896506,0.06297791,False,NEUTRAL
phi_hel_126_c102,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,lucky you,0.0,0.263,0.737,0.4215,positive,0.028840967,0.13369781,0.83746123,False,POS
phi_hel_126_c103,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Yes, I know. I know that she’ll be safe at the hospital, but you hunker down and be safe too.",0.0,0.69,0.31,0.7684,positive,0.036106233,0.42880094,0.5350929,False,POS
phi_hel_126_c104,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"watching ABC tv for hours. Gotta tell you, I’m loving Jason’s reporting. He is easy to follow, clear and to the point. You are the king but he’s a good sidekick.",0.0,0.729,0.271,0.8422,positive,0.007699133,0.04015574,0.9521451,False,POS
phi_hel_126_c105,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Can you please add Tallahassee to your map,0.0,0.753,0.247,0.3182,positive,0.043152303,0.8124755,0.14437221,False,NEUTRAL
phi_hel_126_c106,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,it’s right under the 23,0.0,1.0,0.0,0.0,neutral,0.026578924,0.8975081,0.07591304,False,NEUTRAL
phi_hel_126_c107,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Many markers have it landing between St. Marks and Keaton Beach.,0.0,1.0,0.0,0.0,neutral,0.0180063,0.9442758,0.037717834,False,NEUTRAL
phi_hel_126_c108,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,The most well organized storm I have seen since I’ve moved here,0.0,0.821,0.179,0.3384,positive,0.013408608,0.10375538,0.882836,False,POS
phi_hel_126_c109,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,something someone from Ohio would say!,0.0,1.0,0.0,0.0,neutral,0.2190068,0.7165149,0.064478315,False,NEUTRAL
phi_hel_126_c110,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,do you wanna get knocked out,0.0,1.0,0.0,0.0,neutral,0.14785694,0.80215394,0.04998922,False,NEUTRAL
phi_hel_126_c111,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Lord please be with everyone in the path,0.0,0.753,0.247,0.3182,positive,0.0456125,0.19791533,0.75647223,False,POS
phi_hel_126_c112,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Omg prayers for all those to the north,0.0,1.0,0.0,0.0,neutral,0.27124742,0.4950061,0.2337464,False,NEUTRAL
phi_hel_126_c113,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Praying for our northern Florida neighbors. Lord please calm the storm.,0.0,0.53,0.47,0.7269,positive,0.06615464,0.45478743,0.47905797,False,POS
phi_hel_126_c114,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,I am praying for everyone in the direct path of this storm. The devastation is going to be terrible,0.242,0.656,0.102,-0.5267,negative,0.88522184,0.09413787,0.020640329,False,NEG
phi_hel_126_c115,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Praying for Everyone,0.0,0.444,0.556,0.3612,positive,0.025762087,0.3757148,0.59852314,False,POS
phi_hel_126_c116,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,God protect us all,0.0,0.299,0.701,0.5719,positive,0.04339181,0.12467362,0.83193463,False,POS
phi_hel_126_c117,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Prayers for all impacted.,0.0,1.0,0.0,0.0,neutral,0.13549848,0.6681873,0.19631423,False,NEUTRAL
phi_hel_126_c118,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Praying for everyone's safety,0.0,0.274,0.726,0.6486,positive,0.035018288,0.4081107,0.556871,False,POS
phi_hel_126_c119,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,God bless,0.0,0.0,1.0,0.5994,positive,0.015394461,0.04836798,0.9362376,False,POS
phi_hel_126_c120,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Prayers to everyone in the Big Bend area of Florida,0.0,1.0,0.0,0.0,neutral,0.02008879,0.65300846,0.32690284,False,NEUTRAL
phi_hel_126_c121,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"High winds and light rain in Tarpon Springs, neighbor's tree snapped and branches in our pool",0.0,1.0,0.0,0.0,neutral,0.63076323,0.34850463,0.020732127,False,NEG
phi_hel_126_c122,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,My god. Prayers to ALL.,0.0,0.656,0.344,0.2732,positive,0.104637876,0.2535066,0.64185554,False,POS
phi_hel_126_c123,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Terrible. Let’s all pray for people having left these areas ahead of time to save lives!,0.142,0.594,0.265,0.4003,positive,0.6757567,0.2680173,0.05622599,False,NEG
phi_hel_126_c124,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"What can Lakeland, Polk County expect over the next couple hours?",0.0,1.0,0.0,0.0,neutral,0.0128915245,0.9551182,0.0319903,False,NEUTRAL
phi_hel_126_c125,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,it can expect people to do unnatural things to the Lake Morton swans. Also there will be rain and wind.,0.0,1.0,0.0,0.0,neutral,0.53065854,0.45570034,0.013641142,False,NEG
phi_hel_126_c126,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,you win the internet. Lmao,0.0,0.28,0.72,0.8271,positive,0.01025143,0.056092314,0.9336562,False,POS
phi_hel_126_c127,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Stay safe. We have tornado warnings. Hate that.,0.428,0.362,0.21,-0.4588,negative,0.9227322,0.06624988,0.011018004,False,NEG
phi_hel_126_c128,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,So as the storm has passed TPA /Sarasota on its way north .. is this the extent of winds we will see? Understand that flooding is a different beast.,0.0,1.0,0.0,0.0,neutral,0.15158945,0.8266308,0.021779807,False,NEUTRAL
phi_hel_126_c129,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Where r you guys,0.0,1.0,0.0,0.0,neutral,0.023669487,0.9036835,0.07264704,False,NEUTRAL
phi_hel_126_c130,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,How is it in Wesley chapel area?,0.0,1.0,0.0,0.0,neutral,0.028231343,0.94777817,0.023990568,False,NEUTRAL
phi_hel_126_c131,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,not bad here at all! Just some wind and a little rain so far.,0.0,0.805,0.195,0.484,positive,0.036457833,0.34570092,0.61784124,False,POS
phi_hel_126_c132,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,we are good nothing but wind and some rain.,0.0,0.804,0.196,0.2382,positive,0.014555735,0.10129931,0.88414496,False,POS
phi_hel_126_c133,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,I’ve been here in Wesley Chapel for 12 yr,0.0,1.0,0.0,0.0,neutral,0.00815692,0.9098453,0.081997804,False,NEUTRAL
phi_hel_126_c134,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"oh wow!! Do the hurricanes ever get unbearable? Or have you always remained pretty safe? We like Wesley chapel because it’s more inland from everything, and the town seems so safe and nice",0.0,0.573,0.427,0.9645,positive,0.021513237,0.11581128,0.8626755,False,POS
phi_hel_126_c135,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,I have to say we’ve been blessed with hurricanes barely touching us .. I agree we are pretty in land so it’s been good. Some power flickering but never as bad as other places. Thank God,0.0,0.631,0.369,0.932,positive,0.02570756,0.056265265,0.91802716,False,POS
phi_hel_126_c136,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,I am so glad!! That makes me so happy to hear. Is there a certain part of Wesley chapel you recommend?,0.0,0.552,0.448,0.9299,positive,0.0027537276,0.012453589,0.9847927,False,POS
phi_hel_126_c137,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"hard to say specifically but Wesley Chapel , and Lutz and New Tampa are pretty good locations in my opinion!",0.045,0.638,0.317,0.8497,positive,0.0033548505,0.07282244,0.92382276,False,POS
phi_hel_126_c138,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,power is going out.. we lost ours,0.277,0.723,0.0,-0.3182,negative,0.83026654,0.15542121,0.014312259,False,NEG
phi_hel_126_c139,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,not too bad here!,0.0,0.488,0.512,0.484,positive,0.010154233,0.16385484,0.825991,False,POS
phi_hel_126_c140,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Power is out in Epperson in Wesley Chapel. Went out at 6:00.,0.0,1.0,0.0,0.0,neutral,0.50982004,0.47586337,0.014316608,False,NEG
phi_hel_126_c141,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,midnight,0.0,1.0,0.0,0.0,neutral,0.056801658,0.75790566,0.18529272,False,NEUTRAL
phi_hel_126_c142,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,When does the wind die down in palm harbor ….not the water surge but the gust and wind?,0.126,0.874,0.0,-0.3506,negative,0.2111364,0.7651048,0.023758829,False,NEUTRAL
phi_hel_126_c143,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Power out Largo Mall area,0.0,1.0,0.0,0.0,neutral,0.5253123,0.45809227,0.016595433,False,NEG
phi_hel_126_c144,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Those poor people.,0.608,0.392,0.0,-0.4767,negative,0.8812583,0.10877091,0.0099707665,False,NEG
phi_hel_126_c145,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Geese I hope everyone stays self,0.0,0.633,0.367,0.4404,positive,0.0651581,0.6322269,0.30261502,False,NEUTRAL
phi_hel_126_c146,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Yeah. We are just over an hour south of you and even we are getting it. This thing is nasty.,0.151,0.756,0.092,-0.34,negative,0.9107801,0.0770684,0.012151536,False,NEG
phi_hel_126_c147,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Ft Pierce , getting some wind and tornados",0.0,1.0,0.0,0.0,neutral,0.23364368,0.7006037,0.06575256,False,NEUTRAL
phi_hel_126_c148,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,What time is it making land fall in tally??,0.0,1.0,0.0,0.0,neutral,0.05115766,0.9339478,0.014894525,False,NEUTRAL
phi_hel_126_c149,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Has anyone seen a timeline of expectations?,0.0,1.0,0.0,0.0,neutral,0.068661936,0.9101823,0.021155713,False,NEUTRAL
phi_hel_126_c150,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,he had his son come back Wednesday night,0.0,1.0,0.0,0.0,neutral,0.010710085,0.9438682,0.045421634,False,NEUTRAL
phi_hel_126_c151,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Praying. Denis, I hope your son is safe or evacuated",0.0,0.458,0.542,0.8074,positive,0.045157615,0.4453786,0.5094638,False,POS
phi_hel_126_c152,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,lots of high wind gusts and coastal flooding. Thank goodness not much heavy rain to date.,0.0,0.718,0.282,0.6705,positive,0.47184497,0.3957306,0.13242444,False,NEG
phi_hel_126_c153,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Prayers to all. How's Pinellas county doing?,0.0,1.0,0.0,0.0,neutral,0.019491376,0.6173041,0.3632046,False,NEUTRAL
phi_hel_126_c154,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,What does this mean for Port Richey/Hudson area? We have major wind and gusts. Will this overall cause more damage than Irma because Irma was not right next to us as a CAT 4 and this is.,0.088,0.912,0.0,-0.5413,negative,0.7227934,0.26187086,0.015335786,False,NEG
phi_hel_126_c155,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Stay safe guys xx,0.0,0.508,0.492,0.4404,positive,0.022217758,0.13303514,0.84474707,False,POS
phi_hel_126_c156,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,It sure seems to be turning more easterly than meteorologists noted. Gainesville will be more impacted than was earlier thought. I hope folks are prepared!,0.0,0.749,0.251,0.75,positive,0.2949168,0.5730997,0.13198344,False,NEUTRAL
phi_hel_126_c157,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"That sounds horrible. You don’t know what you’ve got till it’s gone. If you and Ron ever need a place to escape, I may be small, buts it’s a safe place.",0.097,0.776,0.127,0.0258,neutral,0.82166725,0.15524499,0.023087775,False,NEG
phi_hel_126_c158,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,You both are amazing. Thank you!!!,0.0,0.358,0.642,0.8007,positive,0.0054198597,0.00855654,0.98602366,False,POS
phi_hel_126_c159,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,3 or 4 hours.,0.0,1.0,0.0,0.0,neutral,0.017179003,0.86445117,0.11836979,False,NEUTRAL
phi_hel_126_c160,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,check out windfinder.com and type in your town to get hour by hour wind forecast. Very accurate,0.0,1.0,0.0,0.0,neutral,0.00463683,0.26366955,0.73169357,False,POS
phi_hel_126_c161,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Can we get an ETA on when these winds might die down in Pinellas Point? My nerves can’t take much more,0.218,0.782,0.0,-0.6486,negative,0.82836056,0.15372379,0.01791563,False,NEG
phi_hel_126_c162,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Big prayers for Citrus County...,0.0,1.0,0.0,0.0,neutral,0.019844292,0.2540141,0.72614163,False,POS
phi_hel_126_c163,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,I hope you get back soon.,0.0,0.633,0.367,0.4404,positive,0.02866797,0.3825852,0.58874685,False,POS
phi_hel_126_c164,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,ours has been out for over an hour in Largo,0.0,1.0,0.0,0.0,neutral,0.4300561,0.54091483,0.029029038,False,NEUTRAL
phi_hel_126_c165,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Just lost power for a while here in Clearwater.,0.223,0.777,0.0,-0.3182,negative,0.7270814,0.26202664,0.010892017,False,NEG
phi_hel_126_c166,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,When will the Gusty winds stop in Lake Sarasota. My oak tree is losing limbs. I got a new roof last hurricane Eon. I thought with the hurricane north of us the winds would be dying down.,0.121,0.879,0.0,-0.5859,negative,0.8254423,0.16088578,0.0136718275,False,NEG
phi_hel_126_c167,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,How are things in siesta key,0.0,1.0,0.0,0.0,neutral,0.043195374,0.90455395,0.052250683,False,NEUTRAL
phi_hel_126_c168,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Stay safe Reena keeping you and your family in my prayers,0.0,0.775,0.225,0.4404,positive,0.009452401,0.1814848,0.8090628,False,POS
phi_hel_126_c169,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,We're having major Wind Bans and rain in Temple Terrace,0.0,1.0,0.0,0.0,neutral,0.510727,0.4496177,0.039655223,False,NEG
phi_hel_126_c170,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,North Port. And its still this windy at 7:25pm,0.0,1.0,0.0,0.0,neutral,0.41229445,0.54107225,0.04663332,False,NEUTRAL
phi_hel_126_c171,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Wow! You should call this one Danika (Patrick),0.0,0.631,0.369,0.6239,positive,0.008552448,0.106878355,0.88456917,False,POS
phi_hel_126_c172,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,In prayer,0.0,1.0,0.0,0.0,neutral,0.056153305,0.45665967,0.487187,False,POS
phi_hel_126_c173,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,very windy in Seminole. Sounds like a lot of banging around out there! Be glad when it dies down.,0.0,0.746,0.254,0.6996,positive,0.5090138,0.3164227,0.1745635,False,NEG
phi_hel_126_c174,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,same! It’s so scary,0.595,0.405,0.0,-0.6606,negative,0.840482,0.136447,0.023071015,False,NEG
phi_hel_126_c175,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"There is no way that these gusts are only up to 75, way more !",0.151,0.849,0.0,-0.3595,negative,0.76282215,0.19585782,0.04132001,False,NEG
phi_hel_126_c176,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,its crazy to think of how close we actually are to her,0.179,0.821,0.0,-0.34,negative,0.018604416,0.24588732,0.7355082,False,POS
phi_hel_126_c177,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Why do people ask Denis questions in the comments during a hurricane? Do ya'll really think he has time to go though his feed and answer your questions? I was always told there isn't such thing as a dumb question, this comment section has declared, THIS is a lie.  Dude is juggling to keep his family safe and us informed.",0.057,0.898,0.045,-0.1926,negative,0.80079186,0.188066,0.011142073,False,NEG
phi_hel_126_c178,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Hate to say it but that’s a beautiful eye on her  hope everyone and everything in her path remains unscathed,0.082,0.595,0.322,0.8338,positive,0.039730564,0.08523427,0.87503517,False,POS
phi_hel_126_c179,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Stay safe y’all,0.0,0.408,0.592,0.4404,positive,0.028238127,0.24054557,0.73121625,False,POS
phi_hel_126_c180,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,No power here...Elfers area since 4:50 this afternoon.,0.239,0.761,0.0,-0.296,negative,0.57251364,0.41401798,0.013468359,False,NEG
phi_hel_126_c181,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Be safe everyone,0.0,0.408,0.592,0.4404,positive,0.051884245,0.23721208,0.7109037,False,POS
phi_hel_126_c182,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Denis…I’m still a little new to all this (new to CW)…and I don’t know about you…but I’m feeling’ #7!!. Appreciate your calm delivery. We don’t watch anyone else.,0.0,0.823,0.177,0.6792,positive,0.019219637,0.12451604,0.85626435,False,POS
phi_hel_126_c183,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"I was going to ask, but I already walked my dog at 4:23pm. Thanks though.",0.0,0.784,0.216,0.5927,positive,0.026141077,0.6442613,0.32959762,False,NEUTRAL
phi_hel_126_c184,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Stay safe everyone,0.0,0.408,0.592,0.4404,positive,0.04728674,0.24318644,0.70952684,False,POS
phi_hel_126_c185,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"I understand that, but she’s in NC and they have had a lot of flooding and damage!",0.223,0.777,0.0,-0.68,negative,0.7284094,0.2530475,0.018543124,False,NEG
phi_hel_126_c186,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Please help us up here in Gainesville area. People are saying peak wind gusts are anywhere from mid 30s to 90s,0.0,0.792,0.208,0.6124,positive,0.41454145,0.5092331,0.07622544,False,NEUTRAL
phi_hel_126_c187,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,My players for the people in the Hurricane path!,0.0,1.0,0.0,0.0,neutral,0.03357531,0.3821962,0.5842285,False,POS
phi_hel_126_c188,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Left because I’m in evacuation Zone A. Just lost power here in Pinellas Park.,0.15,0.85,0.0,-0.3182,negative,0.43744653,0.53839374,0.024159696,False,NEUTRAL
phi_hel_126_c189,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"I was wondering if I was going to miss this storm, but it is finally here...I live in Lecanto also.",0.064,0.936,0.0,-0.0772,negative,0.24650101,0.5530686,0.20043041,False,NEUTRAL
phi_hel_126_c190,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Wind and rain starting in Lecanto,0.0,1.0,0.0,0.0,neutral,0.30146247,0.66606784,0.032469705,False,NEUTRAL
phi_hel_126_c191,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,ugh. Stay safe,0.418,0.149,0.433,0.0258,neutral,0.31541193,0.4029774,0.28161067,False,NEUTRAL
phi_hel_126_c192,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,thanks Fran!! We should be okay!,0.0,0.413,0.587,0.6884,positive,0.007360176,0.05572284,0.93691707,False,POS
phi_hel_126_c193,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,still scary !!,0.654,0.346,0.0,-0.5837,negative,0.777541,0.19839288,0.024066143,False,NEG
phi_hel_126_c194,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,My powers out.,0.0,1.0,0.0,0.0,neutral,0.47272414,0.47001263,0.057263248,False,NEG
phi_hel_126_c195,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Thank god it's moving quickly. No time to gather moisture and drop it for hours and hours in the same place.,0.166,0.656,0.178,0.0772,positive,0.22426225,0.4545519,0.3211859,False,NEUTRAL
phi_hel_126_c196,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,However when it eventually stops it will at some stage unload a lot of rain somewhere.,0.096,0.904,0.0,-0.1531,negative,0.24235371,0.69236267,0.065283604,False,NEUTRAL
phi_hel_126_c197,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,We just don't need rain here in Sarasota. We're still recovering from Debby.,0.0,1.0,0.0,0.0,neutral,0.61938435,0.3390882,0.04152753,False,NEG
phi_hel_126_c198,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Not my Pic but this is wild she was here same time same day same cat 4 Denis Phillips,0.0,1.0,0.0,0.0,neutral,0.0606514,0.6462877,0.29306087,False,NEUTRAL
phi_hel_126_c199,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,84.5 west! It started out at 86 this morning. That's about a 120 nautical miles closer to land.,0.145,0.855,0.0,-0.4389,negative,0.0110075595,0.77588063,0.2131118,False,NEUTRAL
phi_hel_152_c001,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,St. Petersburg here praying everything will go smoothly,0.0,0.737,0.263,0.3612,positive,0.020703819,0.3635782,0.61571795,False,POS
phi_hel_152_c002,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,In Plant City in a mobile home park and 2 of my neighbors have major damage to their mobile homes. One with her carport torn off and another's roof tore off! For about 10 minutes around 5:50 pm my home was shaking bad! I was so scared! Me and my next door neighbor were texting and her home was shaking bad too! I think it was white the wind in that band that was so bad! This storm has already caused so much damage in our area! Please pray for everyone in surge zones who didn't evacuate and all who are north of us!,0.228,0.736,0.036,-0.9755,negative,0.84678084,0.13674535,0.016473766,False,NEG
phi_hel_152_c003,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Going to be a long night. For us with family there, too. Thank you for keeping us so well informed. You have no idea how much your dedication is appreciated.",0.06,0.708,0.232,0.7462,positive,0.023227636,0.09264027,0.8841321,False,POS
phi_hel_152_c004,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Denis - loving your team's coverage - thank you. One suggestion - can you ask your producer's to put the location of live shots on the screen so we can see where they are reporting from?? They say it so fast in the beginning, I often miss it.",0.03,0.843,0.127,0.7319,positive,0.016799944,0.19308859,0.7901115,False,POS
phi_hel_152_c005,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Don't care to see the bottom half of the desk!,0.245,0.755,0.0,-0.4442,negative,0.60000795,0.3430145,0.05697756,False,NEG
phi_hel_152_c006,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,It’s so hard to tell exactly where tornadoes are when looking at radar,0.124,0.876,0.0,-0.1761,negative,0.76559395,0.217937,0.016469097,False,NEG
phi_hel_152_c007,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,I agree!!! The cel phone warnings are useless if the community doesnt know where they are.,0.275,0.608,0.117,-0.5229,negative,0.7855076,0.19555494,0.018937452,False,NEG
phi_hel_152_c008,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"I wanna know how I get a warning of one if I’m sleeping? When I’m awake I can follow the news, but sleeping…",0.072,0.928,0.0,-0.1779,negative,0.19496502,0.7782245,0.0268104,False,NEUTRAL
phi_hel_152_c009,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,plus so many are without power to have tv for warnings.,0.18,0.82,0.0,-0.296,negative,0.706922,0.27713698,0.01594102,False,NEG
phi_hel_152_c010,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"In the bayonet area of Port Richey. Powers flickered often on. There’s been a couple of quiet spots no rain. Haven’t looked outside the window yet. Stay safe, everyone.",0.069,0.841,0.09,0.1779,positive,0.057024885,0.6527456,0.29022953,False,NEUTRAL
phi_hel_152_c011,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Thanks for the great coverage! How can we tell how far inland storm surge will go? Wondering about Safety Harbor.,0.0,0.627,0.373,0.8777,positive,0.009447303,0.20967703,0.7808757,False,POS
phi_hel_152_c012,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,we are about 32 feet above sea level. We should be ok but anything can happen.,0.0,0.904,0.096,0.1531,positive,0.11818805,0.7465564,0.1352556,False,NEUTRAL
phi_hel_152_c013,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,I found my house in Safety Harbor in a topographical map. 15 ft above sea level.,0.0,0.843,0.157,0.4215,positive,0.006565793,0.8296862,0.163748,False,NEUTRAL
phi_hel_152_c014,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,oh wow!!,0.0,0.186,0.814,0.658,positive,0.006595449,0.03478664,0.95861787,False,POS
phi_hel_152_c015,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Prayers from Parrish and Hurricane Ryan for everyone to stay safe!,0.0,0.758,0.242,0.4926,positive,0.024829432,0.32529545,0.64987516,False,POS
phi_hel_152_c016,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,yes!!!!!,0.0,0.0,1.0,0.5951,positive,0.008027309,0.069408536,0.92256415,False,POS
phi_hel_152_c017,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"he does this for fans and fellow Americans like you, Holly",0.0,0.8,0.2,0.3612,positive,0.013029076,0.28308427,0.7038867,False,POS
phi_hel_152_c018,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Wish this storm would drag a cold front behind it . It’s hot in the house with no power,0.18,0.702,0.118,-0.1027,negative,0.8545752,0.13060802,0.0148167135,False,NEG
phi_hel_152_c019,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Thank you for your continuing coverage ,looks like another sleepless night !",0.0,0.654,0.346,0.6476,positive,0.05149222,0.20011126,0.7483966,False,POS
phi_hel_152_c020,comment,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Wow the lady from Horse shoe beach praying it up at the lodge where she evaluated to. God bless you all and,0.0,0.616,0.384,0.8807,positive,0.0064806473,0.028839832,0.96467954,False,POS
